file,sentence_id,before_preprocess,after_preprocess,tokens
LIPITOR.546.txt,48,"When I saw all the side-effects, I nearly died.","when i saw all the side-effects, i nearly died.","['when', 'i', 'saw', 'all', 'the', 'side', '-', 'effects', ',', 'i', 'nearly', 'died', '.']"
LIPITOR.546.txt,49,I have all the syptoms.,i have all the syptoms.,"['i', 'have', 'all', 'the', 'syptoms', '.']"
LIPITOR.546.txt,50,I stopped taking Lipitor that instant.,i stopped taking lipitor that instant.,"['i', 'stopped', 'taking', 'lipitor', 'that', 'instant', '.']"
LIPITOR.546.txt,51,That was one week ago.,that was one week ago.,"['that', 'was', 'one', 'week', 'ago', '.']"
LIPITOR.546.txt,52,I'm starting feel a little better.,i'm starting feel a little better.,"['i', ""'m"", 'starting', 'feel', 'a', 'little', 'better', '.']"
LIPITOR.546.txt,53,I've gone to my Dr and asked him if he new about the alcohol related problem.,i've gone to my doctor and asked him if he new about the alcohol related problem.,"['i', ""'ve"", 'gone', 'to', 'my', 'doctor', 'and', 'asked', 'him', 'if', 'he', 'new', 'about', 'the', 'alcohol', 'related', 'problem', '.']"
LIPITOR.546.txt,54,"He said, no.","he said, no.","['he', 'said', ',', 'no', '.']"
LIPITOR.546.txt,55,"There is no warning on the prescription bottle, to tell you to watch out for a reaction with alcohol.","there is no warning on the prescription bottle, to tell you to watch out for a reaction with alcohol.","['there', 'is', 'no', 'warning', 'on', 'the', 'prescription', 'bottle', ',', 'to', 'tell', 'you', 'to', 'watch', 'out', 'for', 'a', 'reaction', 'with', 'alcohol', '.']"
LIPITOR.546.txt,56,"The Dr is now doing tests, to see if there has been any damage to my heart and muscles.","the doctor is now doing tests, to see if there has been any damage to my heart and muscles.","['the', 'doctor', 'is', 'now', 'doing', 'tests', ',', 'to', 'see', 'if', 'there', 'has', 'been', 'any', 'damage', 'to', 'my', 'heart', 'and', 'muscles', '.']"
LIPITOR.546.txt,57,"I also, asked for physical theraphy for my left shoulder and neck.","i also, asked for physical theraphy for my left shoulder and neck.","['i', 'also', ',', 'asked', 'for', 'physical', 'theraphy', 'for', 'my', 'left', 'shoulder', 'and', 'neck', '.']"
LIPITOR.546.txt,58,My left shoulder is almost immobile.,my left shoulder is almost immobile.,"['my', 'left', 'shoulder', 'is', 'almost', 'immobile', '.']"
LIPITOR.546.txt,59,I think the tinnitus in my left ear has been caused by the Lipitor.,i think the tinnitus in my left ear has been caused by the lipitor.,"['i', 'think', 'the', 'tinnitus', 'in', 'my', 'left', 'ear', 'has', 'been', 'caused', 'by', 'the', 'lipitor', '.']"
LIPITOR.546.txt,60,I hope it goes away soon.,i hope it goes away soon.,"['i', 'hope', 'it', 'goes', 'away', 'soon', '.']"
LIPITOR.546.txt,61,"I also, lost my sense of taste during this whole thing.","i also, lost my sense of taste during this whole thing.","['i', 'also', ',', 'lost', 'my', 'sense', 'of', 'taste', 'during', 'this', 'whole', 'thing', '.']"
LIPITOR.546.txt,62,"I would recommend anyone who has experienced any side effects increased by alcohol, to consider an allergic reaction to the drug.","i would recommend anyone who has experienced any side effects increased by alcohol, to consider an allergic reaction to the drug.","['i', 'would', 'recommend', 'anyone', 'who', 'has', 'experienced', 'any', 'side', 'effects', 'increased', 'by', 'alcohol', ',', 'to', 'consider', 'an', 'allergic', 'reaction', 'to', 'the', 'drug', '.']"
LIPITOR.546.txt,63,Dr was thinking about putting on another Statin drug.,doctor was thinking about putting on another statin drug.,"['doctor', 'was', 'thinking', 'about', 'putting', 'on', 'another', 'statin', 'drug', '.']"
LIPITOR.546.txt,64,"I said, don't you get it, I'm allergic to it.
.","i said, don't you get it, i'm allergic to it. .","['i', 'said', ',', 'do', ""n't"", 'you', 'get', 'it', ',', 'i', ""'m"", 'allergic', 'to', 'it', '.', '.']"
LIPITOR.547.txt,1,Does not appear to be giving me negative side effects.,does not appear to be giving me negative side effects.,"['does', 'not', 'appear', 'to', 'be', 'giving', 'me', 'negative', 'side', 'effects', '.']"
LIPITOR.547.txt,2,My ordeal began with leg problems long before my bypass and any drugs were taken.,my ordeal began with leg problems long before my bypass and any drugs were taken.,"['my', 'ordeal', 'began', 'with', 'leg', 'problems', 'long', 'before', 'my', 'bypass', 'and', 'any', 'drugs', 'were', 'taken', '.']"
LIPITOR.547.txt,3,After surgery I was given list of drugs of which Lipitor was one.,after surgery i was given list of drugs of which lipitor was one.,"['after', 'surgery', 'i', 'was', 'given', 'list', 'of', 'drugs', 'of', 'which', 'lipitor', 'was', 'one', '.']"
LIPITOR.547.txt,4,"I take 80mg./day at night along with asprin, 100mg of Atenolol and a host of others.","i take 80mg. day at night along with asprin, 100mg of atenolol and a host of others.","['i', 'take', '80', 'mg', '.', 'day', 'at', 'night', 'along', 'with', 'asprin', ',', '100', 'mg', 'of', 'atenolol', 'and', 'a', 'host', 'of', 'others', '.']"
LIPITOR.547.txt,5,"Sorry to say my leg pains have not went away, and by reading many of these postings it appears to exaggerate this condition.","sorry to say my leg pains have not went away, and by reading many of these postings it appears to exaggerate this condition.","['sorry', 'to', 'say', 'my', 'leg', 'pains', 'have', 'not', 'went', 'away', ',', 'and', 'by', 'reading', 'many', 'of', 'these', 'postings', 'it', 'appears', 'to', 'exaggerate', 'this', 'condition', '.']"
LIPITOR.547.txt,6,Doctors looking elsewhere but have found nothing.,doctors looking elsewhere but have found nothing.,"['doctors', 'looking', 'elsewhere', 'but', 'have', 'found', 'nothing', '.']"
LIPITOR.547.txt,7,I found information about leg pains being caused by restless leg syndrome.,i found information about leg pains being caused by restless leg syndrome.,"['i', 'found', 'information', 'about', 'leg', 'pains', 'being', 'caused', 'by', 'restless', 'leg', 'syndrome', '.']"
LIPITOR.547.txt,8,I sure hope I don't have that!,i sure hope i don't have that!,"['i', 'sure', 'hope', 'i', 'do', ""n't"", 'have', 'that', '!']"
LIPITOR.547.txt,9,"Started at 262, after 8 months down to 108.","started at 262, after 8 months down to 108.","['started', 'at', '262', ',', 'after', '8', 'months', 'down', 'to', '108', '.']"
LIPITOR.547.txt,10,Lipitor diet and excercise have lowered my cholestrol.,lipitor diet and excercise have lowered my cholestrol.,"['lipitor', 'diet', 'and', 'excercise', 'have', 'lowered', 'my', 'cholestrol', '.']"
LIPITOR.548.txt,1,"heavy legs, muscle aches, confusion, not able to remember things like whether I had done something or where I had placed something, stomach upset, indigestion, insomnia, sweating, shaking, shortness of breath, twitching, depression worse, fibromyalgia much worse.","heavy legs, muscle aches, confusion, not able to remember things like whether i had done something or where i had placed something, stomach upset, indigestion, insomnia, sweating, shaking, shortness of breath, twitching, depression worse, fibromyalgia much worse.","['heavy', 'legs', ',', 'muscle', 'aches', ',', 'confusion', ',', 'not', 'able', 'to', 'remember', 'things', 'like', 'whether', 'i', 'had', 'done', 'something', 'or', 'where', 'i', 'had', 'placed', 'something', ',', 'stomach', 'upset', ',', 'indigestion', ',', 'insomnia', ',', 'sweating', ',', 'shaking', ',', 'shortness', 'of', 'breath', ',', 'twitching', ',', 'depression', 'worse', ',', 'fibromyalgia', 'much', 'worse', '.']"
LIPITOR.548.txt,2,Did help lower my bad cholesterol but caused me to crave sweets and carbohydrates.,did help lower my bad cholesterol but caused me to crave sweets and carbohydrates.,"['did', 'help', 'lower', 'my', 'bad', 'cholesterol', 'but', 'caused', 'me', 'to', 'crave', 'sweets', 'and', 'carbohydrates', '.']"
LIPITOR.548.txt,3,Constipation to the point I suffered bouts of diverticulitis.,constipation to the point i suffered bouts of diverticulitis.,"['constipation', 'to', 'the', 'point', 'i', 'suffered', 'bouts', 'of', 'diverticulitis', '.']"
LIPITOR.548.txt,4,It happened gradually,it happened gradually,"['it', 'happened', 'gradually']"
LIPITOR.548.txt,5,"and I didn't realize it was Lipitor, neither did my MD, said perhaps beginning of MS or lupus.","and i didn't realize it was lipitor, neither did my md, said perhaps beginning of ms or lupus.","['and', 'i', 'did', ""n't"", 'realize', 'it', 'was', 'lipitor', ',', 'neither', 'did', 'my', 'md', ',', 'said', 'perhaps', 'beginning', 'of', 'ms', 'or', 'lupus', '.']"
LIPITOR.548.txt,6,I hope these side effects all go away eventually.,i hope these side effects all go away eventually.,"['i', 'hope', 'these', 'side', 'effects', 'all', 'go', 'away', 'eventually', '.']"
LIPITOR.549.txt,1,"none at this time.
lowered my cholst.",none at this time. lowered my cholst.,"['none', 'at', 'this', 'time', '.', 'lowered', 'my', 'cholst', '.']"
LIPITOR.549.txt,2,by half but try's have gone way up.,by half but try's have gone way up.,"['by', 'half', 'but', 'try', ""'s"", 'have', 'gone', 'way', 'up', '.']"
LIPITOR.55.txt,1,Flatulence.,flatulence.,"['flatulence', '.']"
LIPITOR.550.txt,1,Absolutly none.,absolutly none.,"['absolutly', 'none', '.']"
LIPITOR.550.txt,2,This drug is amazing.,this drug is amazing.,"['this', 'drug', 'is', 'amazing', '.']"
LIPITOR.550.txt,3,I started taking 10 mg a day around 9 months ago.,i started taking 10 milligrams a day around 9 months ago.,"['i', 'started', 'taking', '10', 'milligrams', 'a', 'day', 'around', '9', 'months', 'ago', '.']"
LIPITOR.550.txt,4,My cholesteral level was 288.,my cholesteral level was 288.,"['my', 'cholesteral', 'level', 'was', '288', '.']"
LIPITOR.550.txt,5,"Today I got my test results back of a new blood test, and my level has gone down to 181!!","today i got my test results back of a new blood test, and my level has gone down to 181!!","['today', 'i', 'got', 'my', 'test', 'results', 'back', 'of', 'a', 'new', 'blood', 'test', ',', 'and', 'my', 'level', 'has', 'gone', 'down', 'to', '181', '!', '!']"
LIPITOR.550.txt,6,I am thrilled.,i am thrilled.,"['i', 'am', 'thrilled', '.']"
LIPITOR.550.txt,7,I have also experienced zero side effects.,i have also experienced zero side effects.,"['i', 'have', 'also', 'experienced', 'zero', 'side', 'effects', '.']"
LIPITOR.550.txt,8,Thank you.,thank you.,"['thank', 'you', '.']"
LIPITOR.551.txt,1,"Both husband and wife on low dosage (10 mg)
We are having extreme reactions to heat.",both husband and wife on low dosage 10 milligrams we are having extreme reactions to heat.,"['both', 'husband', 'and', 'wife', 'on', 'low', 'dosage', '10', 'milligrams', 'we', 'are', 'having', 'extreme', 'reactions', 'to', 'heat', '.']"
LIPITOR.551.txt,2,When the weather is hot we both get extreme headaches.,when the weather is hot we both get extreme headaches.,"['when', 'the', 'weather', 'is', 'hot', 'we', 'both', 'get', 'extreme', 'headaches', '.']"
LIPITOR.551.txt,3,This happens with even slight temp changes/worse with high tems outside.,this happens with even slight temp changes worse with high tems outside.,"['this', 'happens', 'with', 'even', 'slight', 'temp', 'changes', 'worse', 'with', 'high', 'tems', 'outside', '.']"
LIPITOR.551.txt,4,(80 degrees is already bad),80 degrees is already bad,"['80', 'degrees', 'is', 'already', 'bad']"
LIPITOR.551.txt,5,Husband starts sweating alot.,husband starts sweating alot.,"['husband', 'starts', 'sweating', 'alot', '.']"
LIPITOR.551.txt,6,Husband also has diabetes.,husband also has diabetes.,"['husband', 'also', 'has', 'diabetes', '.']"
LIPITOR.551.txt,7,Both have flu like symtoms.,both have flu like symtoms.,"['both', 'have', 'flu', 'like', 'symtoms', '.']"
LIPITOR.551.txt,8,Help!!,help!!,"['help', '!', '!']"
LIPITOR.551.txt,9,Anyone else having these problems?.,anyone else having these problems?.,"['anyone', 'else', 'having', 'these', 'problems', '?', '.']"
LIPITOR.552.txt,1,"left side of jaw itches ,left shoulder aches and tingles left leg iliotial band syndrome.","left side of jaw itches ,left shoulder aches and tingles left leg iliotial band syndrome.","['left', 'side', 'of', 'jaw', 'itches', ',', 'left', 'shoulder', 'aches', 'and', 'tingles', 'left', 'leg', 'iliotial', 'band', 'syndrome', '.']"
LIPITOR.553.txt,1,My liver enzymes elevated after 3 months and then doubled after another three months.,my liver enzymes elevated after 3 months and then doubled after another three months.,"['my', 'liver', 'enzymes', 'elevated', 'after', '3', 'months', 'and', 'then', 'doubled', 'after', 'another', 'three', 'months', '.']"
LIPITOR.553.txt,2,"I had muscle pain in the shoulder, arms, legs, a rash and also had four eye hemorrhages (one a month) while I was on Lipitor.","i had muscle pain in the shoulder, arms, legs, a rash and also had four eye hemorrhages one a month while i was on lipitor.","['i', 'had', 'muscle', 'pain', 'in', 'the', 'shoulder', ',', 'arms', ',', 'legs', ',', 'a', 'rash', 'and', 'also', 'had', 'four', 'eye', 'hemorrhages', 'one', 'a', 'month', 'while', 'i', 'was', 'on', 'lipitor', '.']"
LIPITOR.553.txt,3,My docter wanted me to keep taking the drug,my docter wanted me to keep taking the drug,"['my', 'docter', 'wanted', 'me', 'to', 'keep', 'taking', 'the', 'drug']"
LIPITOR.553.txt,4,but I know this is another drug that will follow in the footsteps of HRT therapy.,but i know this is another drug that will follow in the footsteps of hrt therapy.,"['but', 'i', 'know', 'this', 'is', 'another', 'drug', 'that', 'will', 'follow', 'in', 'the', 'footsteps', 'of', 'hrt', 'therapy', '.']"
LIPITOR.553.txt,5,We were getting it to lessen our chances of heart attacks and instead it was found to increase the risk.,we were getting it to lessen our chances of heart attacks and instead it was found to increase the risk.,"['we', 'were', 'getting', 'it', 'to', 'lessen', 'our', 'chances', 'of', 'heart', 'attacks', 'and', 'instead', 'it', 'was', 'found', 'to', 'increase', 'the', 'risk', '.']"
LIPITOR.553.txt,6,"With TV advertisements, the drug company is hyping a dangerous drug.","with tv advertisements, the drug company is hyping a dangerous drug.","['with', 'tv', 'advertisements', ',', 'the', 'drug', 'company', 'is', 'hyping', 'a', 'dangerous', 'drug', '.']"
LIPITOR.553.txt,7,"I wonder how many people will become seriously ill before they pull if off the market.
DON'T TAKE ANY STATIN DRUGS.",i wonder how many people will become seriously ill before they pull if off the market. don't take any statin drugs.,"['i', 'wonder', 'how', 'many', 'people', 'will', 'become', 'seriously', 'ill', 'before', 'they', 'pull', 'if', 'off', 'the', 'market', '.', 'do', ""n't"", 'take', 'any', 'statin', 'drugs', '.']"
LIPITOR.553.txt,8,THEY ARE NOT SAFE !.,they are not safe !.,"['they', 'are', 'not', 'safe', '!', '.']"
LIPITOR.554.txt,1,"Extreme burning feeling and numbing of my feet that progressively got worse.
had to stop after a month and a half.",extreme burning feeling and numbing of my feet that progressively got worse. had to stop after a month and a half.,"['extreme', 'burning', 'feeling', 'and', 'numbing', 'of', 'my', 'feet', 'that', 'progressively', 'got', 'worse', '.', 'had', 'to', 'stop', 'after', 'a', 'month', 'and', 'a', 'half', '.']"
LIPITOR.554.txt,2,Burning went away with 3 days.,burning went away with 3 days.,"['burning', 'went', 'away', 'with', '3', 'days', '.']"
LIPITOR.555.txt,1,"Lower back pain, stiffness in joints.","lower back pain, stiffness in joints.","['lower', 'back', 'pain', ',', 'stiffness', 'in', 'joints', '.']"
LIPITOR.556.txt,1,I didn't think I had any side effects until I started reading through some of the list of problems other people are having.,i didn't think i had any side effects until i started reading through some of the list of problems other people are having.,"['i', 'did', ""n't"", 'think', 'i', 'had', 'any', 'side', 'effects', 'until', 'i', 'started', 'reading', 'through', 'some', 'of', 'the', 'list', 'of', 'problems', 'other', 'people', 'are', 'having', '.']"
LIPITOR.556.txt,2,I thought it was just the over 40 factor.,i thought it was just the over 40 factor.,"['i', 'thought', 'it', 'was', 'just', 'the', 'over', '40', 'factor', '.']"
LIPITOR.556.txt,3,"But, I too have joint pain in my knees, hips, lower back, and shoulders.","but, i too have joint pain in my knees, hips, lower back, and shoulders.","['but', ',', 'i', 'too', 'have', 'joint', 'pain', 'in', 'my', 'knees', ',', 'hips', ',', 'lower', 'back', ',', 'and', 'shoulders', '.']"
LIPITOR.556.txt,4,I have been having pain in my left thigh.,i have been having pain in my left thigh.,"['i', 'have', 'been', 'having', 'pain', 'in', 'my', 'left', 'thigh', '.']"
LIPITOR.556.txt,5,"As far as forgetting things, I am occasionally saying to my fellow worker.","as far as forgetting things, i am occasionally saying to my fellow worker.","['as', 'far', 'as', 'forgetting', 'things', ',', 'i', 'am', 'occasionally', 'saying', 'to', 'my', 'fellow', 'worker', '.']"
LIPITOR.556.txt,6,"It has done a good job of lowering my cholestoral but, are the side effects worth it?.","it has done a good job of lowering my cholestoral but, are the side effects worth it?.","['it', 'has', 'done', 'a', 'good', 'job', 'of', 'lowering', 'my', 'cholestoral', 'but', ',', 'are', 'the', 'side', 'effects', 'worth', 'it', '?', '.']"
LIPITOR.557.txt,1,"Nightmares, knee pain.","nightmares, knee pain.","['nightmares', ',', 'knee', 'pain', '.']"
LIPITOR.558.txt,1,After 1 1/2 years of taking 10 mg/ day I am experiencing constant gas and diarrhea.,after 1 1 2 years of taking 10 milligrams day i am experiencing constant gas and diarrhea.,"['after', '1', '1', '2', 'years', 'of', 'taking', '10', 'milligrams', 'day', 'i', 'am', 'experiencing', 'constant', 'gas', 'and', 'diarrhea', '.']"
LIPITOR.558.txt,2,Have stopped taking drug one week ago and hope this goes away.,have stopped taking drug one week ago and hope this goes away.,"['have', 'stopped', 'taking', 'drug', 'one', 'week', 'ago', 'and', 'hope', 'this', 'goes', 'away', '.']"
LIPITOR.558.txt,3,Excellent job of lowering my cholesterol!.,excellent job of lowering my cholesterol!.,"['excellent', 'job', 'of', 'lowering', 'my', 'cholesterol', '!', '.']"
LIPITOR.559.txt,1,"severe abdominal cramps, leg cramps, diahhrea, after taking 10mg only 3 days.","severe abdominal cramps, leg cramps, diahhrea, after taking 10mg only 3 days.","['severe', 'abdominal', 'cramps', ',', 'leg', 'cramps', ',', 'diahhrea', ',', 'after', 'taking', '10', 'mg', 'only', '3', 'days', '.']"
LIPITOR.559.txt,2,Symptoms still persist 1 week later.,symptoms still persist 1 week later.,"['symptoms', 'still', 'persist', '1', 'week', 'later', '.']"
LIPITOR.559.txt,3,Don't take it.,don't take it.,"['do', ""n't"", 'take', 'it', '.']"
LIPITOR.56.txt,1,"I did not link my problems to the Lipitor until my husband had major problems, now I know what has caused 10 years of Neuropathy, I have Burning feet always in bed at night, I do not have Diabetes (which would cause this) and was tested in DC at WRAMC and they found no reason that I should have this and gave me a tube of Capsacian!!!","i did not link my problems to the lipitor until my husband had major problems, now i know what has caused 10 years of neuropathy, i have burning feet always in bed at night, i do not have diabetes which would cause this and was tested in dc at wramc and they found no reason that i should have this and gave me a tube of capsacian!!!","['i', 'did', 'not', 'link', 'my', 'problems', 'to', 'the', 'lipitor', 'until', 'my', 'husband', 'had', 'major', 'problems', ',', 'now', 'i', 'know', 'what', 'has', 'caused', '10', 'years', 'of', 'neuropathy', ',', 'i', 'have', 'burning', 'feet', 'always', 'in', 'bed', 'at', 'night', ',', 'i', 'do', 'not', 'have', 'diabetes', 'which', 'would', 'cause', 'this', 'and', 'was', 'tested', 'in', 'dc', 'at', 'wramc', 'and', 'they', 'found', 'no', 'reason', 'that', 'i', 'should', 'have', 'this', 'and', 'gave', 'me', 'a', 'tube', 'of', 'capsacian', '!', '!', '!']"
LIPITOR.56.txt,2,I still live with this.,i still live with this.,"['i', 'still', 'live', 'with', 'this', '.']"
LIPITOR.56.txt,3,"Four years ago I developed Frozen Shoulder in my left arm, unbelievable pain, within weeks the other shoulder became as painful as the first, could not raise my arms at all, tested at Bethesda Naval Hosp., no reason found, I was told it would last about 2 years unless I took therapy sessions, I took the sessions and begged for someone to put me out of my misery each time, it eventually passed in about a year","four years ago i developed frozen shoulder in my left arm, unbelievable pain, within weeks the other shoulder became as painful as the first, could not raise my arms at all, tested at bethesda naval hosp., no reason found, i was told it would last about 2 years unless i took therapy sessions, i took the sessions and begged for someone to put me out of my misery each time, it eventually passed in about a year","['four', 'years', 'ago', 'i', 'developed', 'frozen', 'shoulder', 'in', 'my', 'left', 'arm', ',', 'unbelievable', 'pain', ',', 'within', 'weeks', 'the', 'other', 'shoulder', 'became', 'as', 'painful', 'as', 'the', 'first', ',', 'could', 'not', 'raise', 'my', 'arms', 'at', 'all', ',', 'tested', 'at', 'bethesda', 'naval', 'hosp', '.', ',', 'no', 'reason', 'found', ',', 'i', 'was', 'told', 'it', 'would', 'last', 'about', '2', 'years', 'unless', 'i', 'took', 'therapy', 'sessions', ',', 'i', 'took', 'the', 'sessions', 'and', 'begged', 'for', 'someone', 'to', 'put', 'me', 'out', 'of', 'my', 'misery', 'each', 'time', ',', 'it', 'eventually', 'passed', 'in', 'about', 'a', 'year']"
LIPITOR.56.txt,4,but I still have shoulder pain.,but i still have shoulder pain.,"['but', 'i', 'still', 'have', 'shoulder', 'pain', '.']"
LIPITOR.56.txt,5,"Today I am stopping the Lipitor, maybe I have read too much on the subject but the one that really scares me is the Memory Loss, All the drug com.
tests were done to see how well the Statins did for Cholesterol and the heart benefits, but no testing (or none that the consumer was told of) was ever done to see how it effects the brain function.","today i am stopping the lipitor, maybe i have read too much on the subject but the one that really scares me is the memory loss, all the drug com. tests were done to see how well the statins did for cholesterol and the heart benefits, but no testing or none that the consumer was told of was ever done to see how it effects the brain function.","['today', 'i', 'am', 'stopping', 'the', 'lipitor', ',', 'maybe', 'i', 'have', 'read', 'too', 'much', 'on', 'the', 'subject', 'but', 'the', 'one', 'that', 'really', 'scares', 'me', 'is', 'the', 'memory', 'loss', ',', 'all', 'the', 'drug', 'com', '.', 'tests', 'were', 'done', 'to', 'see', 'how', 'well', 'the', 'statins', 'did', 'for', 'cholesterol', 'and', 'the', 'heart', 'benefits', ',', 'but', 'no', 'testing', 'or', 'none', 'that', 'the', 'consumer', 'was', 'told', 'of', 'was', 'ever', 'done', 'to', 'see', 'how', 'it', 'effects', 'the', 'brain', 'function', '.']"
LIPITOR.56.txt,6,Memory is too precious a thing to lose to a drug!.,memory is too precious a thing to lose to a drug!.,"['memory', 'is', 'too', 'precious', 'a', 'thing', 'to', 'lose', 'to', 'a', 'drug', '!', '.']"
LIPITOR.560.txt,1,NONE.,none.,"['none', '.']"
LIPITOR.560.txt,2,I BELIEVE THIS DRUG IS AN EXCELLENT ONE.,i believe this drug is an excellent one.,"['i', 'believe', 'this', 'drug', 'is', 'an', 'excellent', 'one', '.']"
LIPITOR.560.txt,3,STARTED TAKING IT ABOUT SIX MONTHS AGO WHEN GIVEN TO ME BY MY CARDIOLOGIST.,started taking it about six months ago when given to me by my cardiologist.,"['started', 'taking', 'it', 'about', 'six', 'months', 'ago', 'when', 'given', 'to', 'me', 'by', 'my', 'cardiologist', '.']"
LIPITOR.560.txt,4,NO IMMEDIATE OR SIDE EFFECTS NOTED SINCE STARTING.,no immediate or side effects noted since starting.,"['no', 'immediate', 'or', 'side', 'effects', 'noted', 'since', 'starting', '.']"
LIPITOR.560.txt,5,"HOWEVER, ON MY LIPID BLOOD TEST FOUR MONTHS LATER, WOW WHAT AN IMPROVEMENT.","however, on my lipid blood test four months later, wow what an improvement.","['however', ',', 'on', 'my', 'lipid', 'blood', 'test', 'four', 'months', 'later', ',', 'wow', 'what', 'an', 'improvement', '.']"
LIPITOR.560.txt,6,IT NOT ONLY MARKEDLY KNOCKED MY BAD CHOLESTEROL DOWN,it not only markedly knocked my bad cholesterol down,"['it', 'not', 'only', 'markedly', 'knocked', 'my', 'bad', 'cholesterol', 'down']"
LIPITOR.560.txt,7,BUT I WOULD SAY IT WAS A MONUMENTAL ACHIEVEMENT.,but i would say it was a monumental achievement.,"['but', 'i', 'would', 'say', 'it', 'was', 'a', 'monumental', 'achievement', '.']"
LIPITOR.560.txt,8,"WHEREAS TOTAL CHOLESTEROL HAD BEEN OVER 200 PREVIOUSLY, NOW IT WAS ONLY 151 AND THE BAD PORTION.","whereas total cholesterol had been over 200 previously, now it was only 151 and the bad portion.","['whereas', 'total', 'cholesterol', 'had', 'been', 'over', '200', 'previously', ',', 'now', 'it', 'was', 'only', '151', 'and', 'the', 'bad', 'portion', '.']"
LIPITOR.560.txt,9,I THINK HDL.,i think hdl.,"['i', 'think', 'hdl', '.']"
LIPITOR.560.txt,10,WAS JUST 54.,was just 54.,"['was', 'just', '54', '.']"
LIPITOR.560.txt,11,I AM WELL SATISFIED.,i am well satisfied.,"['i', 'am', 'well', 'satisfied', '.']"
LIPITOR.560.txt,12,I AM AWARE OF SOME COMPLAINTS AND SPECULATION BY OTHERS,i am aware of some complaints and speculation by others,"['i', 'am', 'aware', 'of', 'some', 'complaints', 'and', 'speculation', 'by', 'others']"
LIPITOR.560.txt,13,BUT I AM GOING TO KEEP TAKING IT.,but i am going to keep taking it.,"['but', 'i', 'am', 'going', 'to', 'keep', 'taking', 'it', '.']"
LIPITOR.561.txt,1,Cramping aching muscles in legs and back.,cramping aching muscles in legs and back.,"['cramping', 'aching', 'muscles', 'in', 'legs', 'and', 'back', '.']"
LIPITOR.561.txt,2,Flu-like symptoms and fatigue.,flu-like symptoms and fatigue.,"['flu', '-', 'like', 'symptoms', 'and', 'fatigue', '.']"
LIPITOR.561.txt,3,"Foggy, out-of-touch feelings and unable to concentrate.","foggy, out-of-touch feelings and unable to concentrate.","['foggy', ',', 'out', '-', 'of', '-', 'touch', 'feelings', 'and', 'unable', 'to', 'concentrate', '.']"
LIPITOR.561.txt,4,"I started out with zocor, but developed these adverse symptoms after 3 months.","i started out with zocor, but developed these adverse symptoms after 3 months.","['i', 'started', 'out', 'with', 'zocor', ',', 'but', 'developed', 'these', 'adverse', 'symptoms', 'after', '3', 'months', '.']"
LIPITOR.561.txt,5,I stopped taking it and they went away.,i stopped taking it and they went away.,"['i', 'stopped', 'taking', 'it', 'and', 'they', 'went', 'away', '.']"
LIPITOR.561.txt,6,The doctor switched me to lipitor and the symptoms came right back.,the doctor switched me to lipitor and the symptoms came right back.,"['the', 'doctor', 'switched', 'me', 'to', 'lipitor', 'and', 'the', 'symptoms', 'came', 'right', 'back', '.']"
LIPITOR.561.txt,7,I will never take another statin type drug under any circumstances.,i will never take another statin type drug under any circumstances.,"['i', 'will', 'never', 'take', 'another', 'statin', 'type', 'drug', 'under', 'any', 'circumstances', '.']"
LIPITOR.562.txt,1,After taking 3 or 4 times I started having very intense muscle pain with burning from the middle of my back and around my ribs to the center of my chest.,after taking 3 or 4 times i started having very intense muscle pain with burning from the middle of my back and around my ribs to the center of my chest.,"['after', 'taking', '3', 'or', '4', 'times', 'i', 'started', 'having', 'very', 'intense', 'muscle', 'pain', 'with', 'burning', 'from', 'the', 'middle', 'of', 'my', 'back', 'and', 'around', 'my', 'ribs', 'to', 'the', 'center', 'of', 'my', 'chest', '.']"
LIPITOR.562.txt,2,It would last from a few minutes to a couple of hours and then fade away for awhile.,it would last from a few minutes to a couple of hours and then fade away for awhile.,"['it', 'would', 'last', 'from', 'a', 'few', 'minutes', 'to', 'a', 'couple', 'of', 'hours', 'and', 'then', 'fade', 'away', 'for', 'awhile', '.']"
LIPITOR.562.txt,3,"I had the same intense muscle pain with intense burning in my arms, neck and sometimes my legs.","i had the same intense muscle pain with intense burning in my arms, neck and sometimes my legs.","['i', 'had', 'the', 'same', 'intense', 'muscle', 'pain', 'with', 'intense', 'burning', 'in', 'my', 'arms', ',', 'neck', 'and', 'sometimes', 'my', 'legs', '.']"
LIPITOR.562.txt,4,I stopped taking it for a few days and tried it again with the same results.,i stopped taking it for a few days and tried it again with the same results.,"['i', 'stopped', 'taking', 'it', 'for', 'a', 'few', 'days', 'and', 'tried', 'it', 'again', 'with', 'the', 'same', 'results', '.']"
LIPITOR.562.txt,5,I stopped taking it but it took at least a month for the muscle pains to stop completely.,i stopped taking it but it took at least a month for the muscle pains to stop completely.,"['i', 'stopped', 'taking', 'it', 'but', 'it', 'took', 'at', 'least', 'a', 'month', 'for', 'the', 'muscle', 'pains', 'to', 'stop', 'completely', '.']"
LIPITOR.562.txt,6,My doctor had me try 2 or 3 other similar medications before this one with the same results.,my doctor had me try 2 or 3 other similar medications before this one with the same results.,"['my', 'doctor', 'had', 'me', 'try', '2', 'or', '3', 'other', 'similar', 'medications', 'before', 'this', 'one', 'with', 'the', 'same', 'results', '.']"
